id;invoice_id;payment_date;amount_paid
53416;57556;2001-06-21;45
53417;57557;2002-04-23;45
53418;57558;2003-12-23;45
53419;57559;2004-06-16;45
53420;57560;2005-10-14;45
53421;57561;2006-03-19;45
53422;57562;2007-05-02;45
53423;57563;2008-07-06;45
53424;57564;2009-04-20;87.27
53425;57565;2010-08-23;45
53426;57566;2011-07-15;45
53427;57567;2012-07-05;45
53428;57568;2013-08-15;45
53429;57569;2014-05-08;36.63
53430;57570;2015-10-11;45
53431;57572;2017-06-11;45
53432;57573;2018-06-23;45
53433;57574;2010-05-05;45
53434;57575;2011-07-03;45
53435;57576;2012-10-16;45
53436;57577;2013-10-25;45
53437;57578;2014-03-17;45
53438;57579;1993-11-17;45
53439;57580;1994-05-28;72.16
53440;57581;1995-04-13;45
53441;57582;1996-03-07;45
53442;57583;1997-08-19;45
53443;57584;1998-12-07;45
53444;57585;1999-04-04;45
53445;57586;2000-10-07;45
53446;57587;2001-06-24;45
53447;57588;2002-08-09;45
53448;57589;2003-04-27;45
53449;57590;2004-03-19;45
53450;57591;2005-11-23;6.36
53451;57592;2006-05-11;45
53452;57593;2007-09-09;45
53453;57594;2008-12-18;45
53454;57595;2009-03-12;45
53455;57596;2010-03-07;45
53456;57597;2011-08-22;45
53457;57598;2012-06-11;45
53458;57599;2013-05-05;45
53459;57600;2014-07-16;45
53460;57601;2015-06-20;45
53461;57602;2016-04-17;45
53462;57604;2018-09-27;45
53463;57605;1991-12-12;25
53464;57606;1992-09-09;25
53465;57607;1993-07-24;25
53466;57608;1994-03-05;25
53467;57609;1995-07-05;39.71
53468;57610;1996-07-01;25
53469;57611;1997-06-10;25
53470;57612;1998-12-10;25
53471;57613;1999-05-20;25
53472;57614;2000-04-08;53.18
53473;57615;2001-08-28;25
53474;57616;2002-07-27;25
53475;57617;2003-06-08;25
53476;57618;2004-07-13;25
53477;57619;2005-05-23;25
53478;57620;2006-04-20;25
53479;57621;2007-09-09;25
53480;57622;2008-05-14;25
53481;57623;2009-09-22;7.45
53482;57624;2010-08-20;25
53483;57625;2011-12-08;25
53484;57626;2012-11-11;62.88
53485;57627;2013-04-27;25
53486;57628;2014-08-14;25
53487;57630;2016-09-08;25
53488;57631;2017-07-10;25
53489;57632;2018-12-20;25
53490;57633;2011-04-20;45
53491;57634;2012-07-22;45
53492;57636;2014-10-25;45
53493;57637;2015-10-28;45
53494;57638;2016-12-05;45
53495;57639;2017-04-01;45
53496;57640;2018-12-05;45
53497;57641;1993-09-18;25
53498;57642;1994-08-25;25
53499;57643;1995-08-15;25
53500;57644;1996-08-12;25
53501;57645;1997-09-20;25
53502;57646;1998-11-15;25
53503;57647;1999-06-18;25
53504;57648;2000-12-22;25
53505;57649;2001-05-22;25
53506;57650;2002-05-05;25
53507;57651;2003-12-07;25
53508;57652;2004-05-25;25
53509;57653;2005-12-04;25
53510;57654;2006-03-20;25
53511;57655;2007-10-09;25
53512;57656;2008-10-23;25
53513;57657;2009-09-17;25
53514;57658;2010-09-01;25
53515;57659;2011-08-16;25
53516;57660;2012-09-26;25
53517;57661;2013-04-16;25
53518;57662;2014-03-14;25
53519;57663;2015-04-03;25
53520;57664;2016-12-17;25
53521;57665;2017-05-13;25
53522;57667;1995-09-18;62.19
53523;57668;1996-09-07;45
53524;57669;1997-10-22;45
53525;57670;1998-10-18;45
53526;57671;1999-04-15;45
53527;57672;2000-09-13;45
53528;57673;2001-07-04;45
53529;57674;2002-10-03;45
53530;57675;2003-03-09;45
53531;57676;2004-12-26;45
53532;57677;2005-03-02;45
53533;57678;2006-06-05;45
53534;57679;2007-05-02;45
53535;57680;2008-09-11;45
53536;57681;2009-12-22;45
53537;57682;2010-10-09;45
53538;57683;2011-08-19;45
53539;57684;2012-04-02;45
53540;57685;2013-07-14;45
53541;57686;2014-04-14;45
53542;57689;2017-07-02;45
53543;57690;2018-09-28;45
53544;57691;2013-08-04;45
53545;57692;2014-10-28;45
53546;57693;2015-06-07;45
53547;57694;2016-12-20;45
53548;57695;2017-05-13;45
53549;57697;1994-06-08;45
53550;57698;1995-05-28;45
53551;57699;1996-12-27;45
53552;57700;1997-05-22;78.15
53553;57701;1998-07-27;45
53554;57702;1999-09-03;45
53555;57703;2000-03-25;45
53556;57704;2001-10-19;45
53557;57705;2002-10-18;45
53558;57706;2003-12-16;45
53559;57707;2004-06-08;45
53560;57708;2005-05-19;45
53561;57709;2006-05-17;45
53562;57710;2007-06-27;45
53563;57711;2008-08-23;45
53564;57712;2009-06-13;45
53565;57713;2010-03-27;45
53566;57714;2011-09-15;45
53567;57715;2012-07-12;45
53568;57716;2013-10-08;45
53569;57717;2014-04-09;45
53570;57718;2015-08-09;45
53571;57719;2016-03-01;45
53572;57720;2017-03-24;45
53573;57722;1982-06-05;45
53574;57723;1983-12-13;45
53575;57724;1984-04-21;45
53576;57725;1985-03-27;45
53577;57726;1986-05-17;45
53578;57727;1987-09-10;45
53579;57728;1988-11-14;80.51
53580;57729;1989-10-12;45
53581;57730;1990-09-09;45
53582;57731;1991-06-20;45
53583;57732;1992-04-24;45
53584;57733;1993-05-10;77.32
53585;57734;1994-03-12;45
53586;57735;1995-07-08;45
53587;57736;1996-10-18;45
53588;57737;1997-06-18;45
53589;57738;1998-11-17;45
53590;57739;1999-09-04;45
53591;57740;2000-10-27;45
53592;57741;2001-08-11;45
53593;57742;2002-12-08;45
53594;57743;2003-08-07;45
53595;57744;2004-06-06;45
53596;57745;2005-12-04;45
53597;57746;2006-12-25;45
53598;57747;2007-09-09;45
53599;57748;2008-03-19;45
53600;57749;2009-05-17;45
53601;57750;2010-10-04;45
53602;57751;2011-08-27;45
53603;57753;2013-07-23;45
53604;57754;2014-11-25;45
53605;57755;2015-08-07;45
53606;57756;2016-09-26;45
53607;57759;2018-11-18;20
53608;57760;2012-11-16;15
53609;57761;2013-08-21;15
53610;57762;2014-07-09;15
53611;57763;2015-07-03;19.93
53612;57764;2016-10-04;15
53613;57766;2018-08-25;15
53614;57767;2011-04-22;25
53615;57768;2012-07-17;25
53616;57769;2013-04-11;25
53617;57770;2014-03-17;25
53618;57771;2015-07-11;25
53619;57772;2016-07-10;25
53620;57773;2017-09-09;25
53621;57775;1986-11-20;45
53622;57776;1987-11-19;28.18
53623;57777;1988-11-03;45
53624;57778;1989-04-19;45
53625;57779;1990-04-08;34.54
53626;57780;1991-05-07;45
53627;57781;1992-05-19;45
53628;57782;1993-09-26;45
53629;57783;1994-09-09;45
53630;57784;1995-09-05;45
53631;57785;1996-08-23;89.32
53632;57786;1997-04-04;45
53633;57787;1998-03-03;45
53634;57788;1999-12-14;64.18
53635;57789;2000-12-13;65.74
53636;57790;2001-04-20;45
53637;57791;2002-04-17;23.21
53638;57792;2003-10-04;45
53639;57793;2004-09-17;45
53640;57794;2005-10-04;45
53641;57795;2006-03-18;45
53642;57796;2007-10-08;45
53643;57797;2008-08-21;52.5
53644;57798;2009-12-08;41.95
53645;57799;2010-04-16;45
53646;57800;2011-10-13;45
53647;57801;2012-10-18;45
53648;57802;2013-07-23;45
53649;57803;2014-11-05;75.99
53650;57804;2015-04-17;45
53651;57806;2017-08-19;45
53652;57808;1990-10-13;45
53653;57810;1992-05-17;45
53654;57811;1993-05-23;45
53655;57812;1994-04-13;45
53656;57813;1995-12-11;45
53657;57814;1996-04-11;45
53658;57815;1997-07-21;45
53659;57816;1998-10-24;45
53660;57817;1999-11-12;45
53661;57818;2000-11-20;45
53662;57819;2001-05-01;45
53663;57820;2002-11-13;84.68
53664;57821;2003-10-04;45
53665;57822;2004-09-03;45
53666;57824;2006-07-06;45
53667;57825;2007-03-06;45
53668;57826;2008-12-10;53.39
53669;57827;2009-06-20;45
53670;57828;2010-05-16;45
53671;57829;2011-09-18;45
53672;57830;2012-09-26;45
53673;57831;2013-11-03;45
53674;57832;2014-11-06;45
53675;57833;2015-11-10;45
53676;57834;2016-09-05;45
53677;57835;2017-08-21;45
53678;57836;2018-03-02;45
53679;57837;2017-05-26;45
53680;57838;2017-10-25;45
53681;57839;2018-04-25;22.4
53682;57840;1994-05-03;45
53683;57841;1995-09-19;45
53684;57842;1996-10-05;45
53685;57843;1997-04-19;83.46
53686;57844;1998-10-06;45
53687;57845;1999-10-21;45
53688;57846;2000-06-13;45
53689;57847;2001-05-19;45
53690;57848;2002-12-10;45
53691;57849;2003-06-19;45
53692;57850;2004-12-22;45
53693;57851;2005-07-01;45
53694;57852;2006-06-26;45
53695;57853;2007-07-26;45
53696;57854;1972-03-19;25
53697;57856;1974-05-27;25
53698;57857;1975-09-11;98.42
53699;57858;1976-03-20;25
53700;57859;1977-05-14;25
53701;57860;1978-05-13;75.73
53702;57861;1979-03-13;25
53703;57862;1980-07-07;25
53704;57863;1981-10-04;25
53705;57864;1982-09-02;25
53706;57865;1983-08-01;25
53707;57866;1984-03-15;25
53708;57867;1985-10-12;25
53709;57868;1986-10-02;25
53710;57869;1987-11-13;25
53711;57870;1988-09-20;25
53712;57871;1989-03-05;25
53713;57872;1990-07-26;25
53714;57873;1991-08-07;25
53715;57874;1992-06-10;25
53716;57875;1993-04-02;25
53717;57876;1994-09-23;25
53718;57877;1995-06-24;25
53719;57878;1996-05-05;25
53720;57879;1997-05-19;25
53721;57880;1998-05-15;25
53722;57881;1999-03-17;25
53723;57882;2000-07-04;25
53724;57883;2001-12-13;25
53725;57884;2002-05-16;25
53726;57885;2003-07-02;25
53727;57886;2004-10-17;25
53728;57888;2006-03-17;25.17
53729;57889;2007-12-10;25
53730;57890;2008-05-03;25
53731;57891;2009-07-02;25
53732;57892;2010-09-22;25
53733;57893;2011-10-02;25
53734;57894;2012-04-06;25
53735;57895;2013-07-18;25
53736;57896;2014-04-08;25
53737;57897;2015-05-09;25
53738;57898;2016-04-04;25
53739;57899;2017-05-03;25
53740;57901;1990-05-16;45
53741;57902;1991-08-24;45
53742;57903;1992-12-20;45
53743;57904;1993-12-12;45
53744;57905;1994-03-06;87.18
53745;57906;1995-11-17;45
53746;57907;1996-07-01;45
53747;57908;1997-06-15;45
53748;57909;1998-11-22;45
53749;57910;1999-06-25;45
53750;57911;2000-07-02;45
53751;57912;2001-06-05;45
53752;57913;2002-03-04;45
53753;57914;2003-03-21;45
53754;57915;2004-06-01;45
53755;57916;2005-04-18;45
53756;57917;2006-12-01;45
53757;57918;2007-09-02;45
53758;57919;2008-03-16;45
53759;57920;2009-07-08;45
53760;57921;2010-07-23;45
53761;57922;2011-11-05;45
53762;57923;2012-04-19;46.15
53763;57924;2013-10-02;45
53764;57925;2014-06-28;45
53765;57926;2015-09-07;45
53766;57928;2017-06-25;45
53767;57929;2018-08-13;45
53768;57930;2012-06-19;0
53769;57931;2013-10-25;0
53770;57932;2014-10-20;0
53771;57935;2017-12-02;94.82
53772;57937;1990-05-09;45
53773;57938;1991-06-08;45
53774;57939;1992-04-03;45
53775;57940;1993-11-13;45
53776;57941;1994-10-07;45
53777;57942;1995-12-24;45
53778;57943;1996-09-27;45
53779;57944;1997-11-15;45
53780;57945;1998-10-01;88.87
53781;57947;2000-04-12;45
53782;57948;2001-10-24;45
53783;57949;2002-05-10;45
53784;57950;2003-04-22;45
53785;57951;2004-09-11;45
53786;57952;2005-10-17;45
53787;57953;2006-05-07;81.62
53788;57954;2007-05-01;45
53789;57955;2008-07-10;45
53790;57956;2009-03-22;45
53791;57957;2010-05-19;45
53792;57958;2011-10-17;45
53793;57959;2012-12-10;45
53794;57960;2013-12-20;45
53795;57961;2014-03-14;45
53796;57962;2015-11-11;45
53797;57963;2016-04-04;45
53798;57965;2018-03-19;45
53799;57966;2018-07-28;45
53800;57967;2014-03-15;45
53801;57970;2017-04-09;45
53802;57971;2018-07-23;45
53803;57972;2011-11-04;45
53804;57973;2012-12-22;45
53805;57974;2013-09-16;45
53806;57975;2014-07-13;45
53807;57976;2015-06-02;45
53808;57977;2016-06-22;45
53809;57978;2017-08-12;45
53810;57980;2000-06-08;45
53811;57981;2001-10-03;39.03
53812;57982;2002-08-27;45
53813;57983;2003-12-23;45
53814;57984;2004-10-15;45
53815;57985;2005-08-21;45
53816;57986;2006-12-02;45
53817;57987;2007-04-01;45
53818;57988;2008-06-13;45
53819;57989;2009-06-09;45
53820;57990;2010-04-25;45
53821;57991;2011-05-03;45
53822;57992;2012-12-20;45
53823;57993;2013-08-03;45
53824;57994;2014-10-16;45
53825;57995;2015-10-22;45
53826;57996;2016-12-04;45
53827;57997;2017-11-12;45
53828;57998;2018-09-10;45
53829;57999;1966-07-17;45
53830;58000;1967-08-07;45
53831;58001;1968-09-14;45
53832;58002;1969-10-01;35.86
53833;58003;1970-11-21;45
53834;58004;1971-07-10;45
53835;58005;1972-04-01;67.03
53836;58006;1973-03-20;45
53837;58007;1974-07-14;45
53838;58008;1975-08-04;45
53839;58009;1976-12-08;45
53840;58010;1977-06-24;45
53841;58011;1978-06-20;45
53842;58012;1979-03-16;45
53843;58013;1980-04-12;45
53844;58014;1981-07-28;45
53845;58015;1982-06-18;17.16
53846;58016;1983-04-05;45
53847;58017;1984-09-11;45
53848;58018;1985-09-18;45
53849;58019;1986-06-02;14.89
53850;58020;1987-05-15;45
53851;58021;1988-03-28;45
53852;58022;1989-06-24;45
53853;58024;1991-05-26;45
53854;58025;1992-05-24;89.75
53855;58026;1993-11-05;45
53856;58027;1994-04-19;45
53857;58028;1995-07-27;45
53858;58029;1996-07-11;45
53859;58030;1992-09-22;45
53860;58031;1993-08-08;26.57
53861;58033;1995-05-23;45
53862;58034;1996-08-15;45
53863;58035;1997-06-12;45
53864;58036;1998-07-01;45
53865;58037;1999-11-26;97.24
53866;58038;2000-09-14;45
53867;58039;2001-09-11;45
53868;58040;2002-10-09;45
53869;58041;2003-07-20;45
53870;58042;2004-05-26;45
53871;58043;2005-03-22;45
53872;58044;2006-09-07;93.06
53873;58045;2007-11-03;45
53874;58046;2008-09-22;45
53875;58047;1981-05-14;20
53876;58048;1982-11-14;13.45
53877;58049;1983-08-08;20
53878;58050;1984-04-01;20
53879;58051;1985-05-15;20
53880;58052;1986-06-19;20
53881;58053;1987-09-08;20
53882;58054;1988-03-03;20
53883;58055;1989-06-13;20
53884;58056;1990-11-18;20
53885;58057;1991-12-08;20
53886;58058;1992-08-24;20
53887;58059;1993-06-14;20
53888;58060;1994-05-17;20
53889;58061;1995-11-24;20
53890;58062;1996-06-26;20
53891;58063;1997-05-02;20
53892;58064;1998-12-19;20
53893;58065;1999-05-03;20
53894;58066;2000-06-14;20
53895;58067;2001-06-06;20
53896;58068;2002-11-14;20
53897;58069;2003-12-14;20
53898;58070;2004-05-16;20
53899;58071;2005-11-20;20
53900;58072;2006-09-11;20
53901;58073;2007-05-25;20
53902;58074;2008-10-05;20
53903;58075;2009-05-09;21.78
53904;58076;2010-05-12;94.06
53905;58077;2011-10-15;20
53906;58078;2012-04-07;20
53907;58079;2013-11-03;20
53908;58080;2014-07-15;20
53909;58081;2015-03-21;20
53910;58082;2016-08-15;98.75
53911;58083;2017-06-23;20
53912;58084;2018-09-27;20
53913;58085;2010-09-09;45
53914;58086;2011-04-02;45
53915;58087;2012-10-14;34.05
53916;58088;2013-03-11;45
53917;58089;2014-05-01;45
53918;58090;2015-05-28;45
53919;58091;2016-03-25;45
53920;58092;2017-05-15;45
53921;58093;2018-12-19;45
53922;58094;2001-11-26;45
53923;58095;2002-03-07;45
53924;58096;2003-11-08;45
53925;58097;2004-08-12;45
53926;58098;2005-09-08;45
53927;58099;2006-07-15;45
53928;58100;2007-06-01;33.01
53929;58101;2008-08-08;45
53930;58103;2010-11-05;45
53931;58104;2011-04-08;45
53932;58105;2012-06-07;45
53933;58106;2013-05-20;45
53934;58107;2014-09-15;45
53935;58108;2015-07-02;45
53936;58109;2016-12-01;45
53937;58110;2017-08-26;45
53938;58111;2018-12-21;45
53939;58112;2010-09-02;20
53940;58113;2011-12-13;20
53941;58114;2012-10-13;76.93
53942;58115;2013-07-24;20
53943;58116;2014-04-15;20
53944;58117;2015-03-05;54.37
53945;58118;2016-03-02;20
53946;58119;2017-10-06;20
53947;58121;2005-05-10;45
53948;58122;2006-07-27;45
53949;58123;2007-03-15;56.17
53950;58124;2008-07-15;45
53951;58125;2009-05-11;45
53952;58126;2010-04-24;45
53953;58127;2011-12-26;24.96
53954;58128;2012-09-12;45
53955;58129;2013-12-21;45
53956;58130;2014-07-23;45
53957;58132;2016-08-01;45
53958;58133;2017-03-15;45
53959;58134;2018-10-27;45
53960;58136;2008-06-24;11.1
53961;58137;2009-06-10;45
53962;58138;2010-12-27;45
53963;58139;2011-09-25;45
53964;58140;2012-08-22;45
53965;58141;2013-04-09;45
53966;58142;2014-06-19;45
53967;58143;2015-07-01;45
53968;58144;2016-10-08;45
53969;58145;2017-10-24;2.93
53970;58146;2018-12-18;45
53971;58147;2011-07-12;15
53972;58148;2012-05-06;15
53973;58149;2013-08-13;15
53974;58150;2014-09-28;15
53975;58151;2015-06-25;15
53976;58154;2018-05-22;15
53977;58155;1990-06-04;45
53978;58156;1991-03-22;45
53979;58157;1992-12-05;45
53980;58158;1993-04-20;45
53981;58159;1994-07-23;45
53982;58160;1995-03-16;45
53983;58161;1996-07-16;45
53984;58162;1997-11-23;45
53985;58163;1998-04-02;75.04
53986;58164;1999-07-02;87.52
53987;58165;2000-11-17;45
53988;58166;2001-06-01;45
53989;58167;2002-08-02;45
53990;58168;2003-11-02;45
53991;58170;2005-10-09;66.65
53992;58171;2006-05-02;45
53993;58172;2007-03-05;45
53994;58173;2008-10-22;45
53995;58174;2009-08-07;65.6
53996;58175;2010-04-02;45
53997;58176;2011-08-18;45
53998;58178;2013-07-27;45
53999;58179;2014-06-07;45
54000;58180;2015-11-02;45
54001;58181;2016-09-24;45
54002;58183;2018-11-11;45
54003;58184;1983-03-05;25
54004;58185;1984-11-10;25
54005;58186;1985-03-04;25
54006;58187;1986-11-08;25
54007;58188;1987-10-02;25
54008;58189;1988-07-24;25
54009;58190;1989-10-27;25
54010;58191;1990-12-28;12.08
54011;58192;1991-10-22;25
54012;58193;1992-09-04;25
54013;58194;1993-07-12;46.65
54014;58195;1994-12-17;25
54015;58196;1995-12-27;97.88
54016;58197;1996-04-21;25
54017;58198;1997-05-17;25
54018;58199;1998-08-15;25
54019;58200;1999-08-20;25
54020;58202;2001-06-25;25
54021;58203;2002-10-05;25
54022;58204;2003-09-01;25
54023;58205;2004-10-15;25
54024;58206;2005-06-15;25
54025;58208;2007-11-03;25
54026;58209;2008-04-04;25
54027;58210;2009-07-17;25
54028;58211;2010-12-03;25
54029;58212;2011-03-03;25
54030;58213;2012-12-07;25
54031;58214;2013-06-10;25
54032;58215;2014-09-02;25
54033;58217;2016-03-08;25
54034;58218;2017-09-18;98.87
54035;58220;2010-05-15;45
54036;58221;2012-07-17;45
54037;58222;2013-06-03;45
54038;58223;2014-08-11;45
54039;58224;2015-03-23;45
54040;58225;2016-03-05;45
54041;58227;2018-09-07;45
54042;58228;2014-04-14;45
54043;58229;2015-04-20;45
54044;58230;2016-10-25;45
54045;58231;2017-12-28;45
54046;58233;1973-08-15;45
54047;58234;1974-06-27;45
54048;58235;1975-06-26;45
54049;58236;1976-06-20;45
54050;58237;1977-10-09;21.41
54051;58238;1978-03-18;45
54052;58239;1979-10-18;45
54053;58240;1980-05-21;85.24
54054;58241;1981-06-01;45
54055;58242;1982-06-06;45
54056;58243;1983-12-05;45
54057;58245;1985-06-12;45
54058;58246;1986-08-18;45
54059;58247;1987-08-18;45
54060;58248;1988-07-27;45
54061;58249;1989-10-05;40.01
54062;58250;1990-04-02;45
54063;58251;1991-09-02;45
54064;58252;1992-07-11;45
54065;58253;1993-08-24;45
54066;58254;1994-05-23;45
54067;58255;1995-07-27;45
54068;58256;1996-09-18;45
54069;58257;1997-04-10;45
54070;58258;1998-06-26;45
54071;58259;1999-06-07;45
54072;58261;2001-12-18;45
54073;58262;2002-07-12;45
54074;58263;2003-09-26;45
54075;58264;2004-03-08;45
54076;58265;2005-03-27;45
54077;58266;2006-04-06;45
54078;58267;2007-06-10;45
54079;58268;2008-07-28;45
54080;58269;2009-11-13;45
54081;58270;2010-12-02;45
54082;58271;2011-03-17;61.8
54083;58273;2013-07-05;45
54084;58274;2014-07-21;45
54085;58275;2015-09-17;45
54086;58276;2016-04-25;61.75
54087;58277;2017-03-15;45
54088;58279;1996-08-26;32.35
54089;58280;1997-12-07;20
54090;58281;1998-05-13;44.92
54091;58282;1999-11-23;20
54092;58283;2000-09-21;20
54093;58284;2001-07-24;20
54094;58285;2002-12-20;20
54095;58286;2003-12-19;20
54096;58288;2005-05-26;20
54097;58289;2006-07-20;20
54098;58290;2007-12-28;20
54099;58291;2008-03-04;20
54100;58292;2009-11-06;20
54101;58293;2010-12-24;87.67
54102;58294;2011-07-20;20
54103;58295;2012-12-15;20
54104;58296;2013-07-17;20
54105;58297;2014-07-13;20
54106;58298;2015-10-17;20
54107;58299;2016-03-21;20
54108;58300;2017-09-17;20
54109;58301;2018-07-03;20
54110;58302;1997-12-04;45
54111;58303;1998-07-08;45
54112;58304;1999-06-26;45
54113;58305;2000-04-14;8.61
54114;58306;2001-08-05;45
54115;58307;2002-11-15;45
54116;58308;2003-04-04;45
54117;58309;2004-04-19;45
54118;58310;2005-04-27;45
54119;58311;2006-03-08;45
54120;58312;2007-04-10;45
54121;58313;2008-07-08;45
54122;58314;2009-06-09;45
54123;58315;2010-07-18;45
54124;58316;2011-04-16;45
54125;58317;2012-06-07;45
54126;58318;2013-11-12;45
54127;58319;2014-05-06;45
54128;58320;2015-03-20;45
54129;58321;2016-06-27;45
54130;58322;2017-07-23;45
54131;58324;1973-07-15;45
54132;58325;1974-11-05;45
54133;58326;1975-08-23;45
54134;58327;2000-07-27;45
54135;58328;2001-06-04;45
54136;58329;2002-03-20;45
54137;58330;2003-06-04;45
54138;58331;2004-10-06;45
54139;58332;2005-05-15;10.26
54140;58333;2006-11-12;45
54141;58334;2007-04-10;45
54142;58335;2008-08-18;45
54143;58336;2009-09-10;45
54144;58337;2010-06-27;45
54145;58338;2011-09-02;45
54146;58340;2013-10-16;64.65
54147;58341;2014-05-01;45
54148;58342;2015-09-01;45
54149;58343;2016-10-18;45
54150;58344;2017-08-01;45
54151;58345;2018-03-07;45
54152;58346;2005-04-20;45
54153;58347;2006-12-09;45
54154;58348;2007-12-11;45
54155;58349;2008-12-03;45
54156;58350;2009-12-23;13.47
54157;58351;2010-06-03;45
54158;58352;2011-09-10;45
54159;58353;2012-09-05;45
54160;58354;2013-10-18;45
54161;58355;2014-06-13;24.4
54162;58356;2015-08-28;72.43
54163;58357;2016-09-15;45
54164;58358;2017-09-27;45
54165;58359;2018-11-01;45
54166;58360;2013-08-19;45
54167;58361;2014-07-09;45
54168;58362;2015-04-25;45
54169;58363;2016-06-18;45
54170;58365;2018-04-06;18.01
54171;58367;1969-06-28;45
54172;58368;1970-05-12;45
54173;58369;1971-03-28;45
54174;58370;1972-12-20;45
54175;58371;1973-03-03;45
54176;58372;1974-12-21;45
54177;58373;1975-06-10;45
54178;58374;1976-08-24;45
54179;58375;1977-05-23;45
54180;58376;1978-04-17;45
54181;58377;1979-05-08;45
54182;58378;1980-12-14;45
54183;58379;1981-04-25;45
54184;58380;1982-12-01;45
54185;58381;1983-05-23;45
54186;58382;1984-12-12;53.09
54187;58383;1985-12-02;45
54188;58384;1986-03-28;45
54189;58385;1987-07-18;45
54190;58386;1988-06-10;45
54191;58387;1989-11-20;45
54192;58388;1990-04-20;45
54193;58389;1991-07-13;61.65
54194;58390;1992-07-09;45
54195;58391;1993-08-27;9.95
54196;58392;1994-07-24;45
54197;58393;1995-04-20;45
54198;58394;1996-11-12;45
54199;58395;1997-09-25;45
54200;58396;1998-03-06;45
54201;58397;1999-12-17;45
54202;58398;2000-03-05;45
54203;58399;2001-03-09;45
54204;58400;2002-12-13;45
54205;58401;2003-10-11;45
54206;58402;2004-12-25;45
54207;58403;2005-12-12;45
54208;58404;2006-10-09;45
54209;58405;2007-04-07;45
54210;58406;2008-07-03;45
54211;58407;2009-08-18;45
54212;58408;2010-06-20;50.27
54213;58409;2011-07-12;45
54214;58410;2012-12-22;45
54215;58411;2013-09-17;45
54216;58413;2015-11-21;45
54217;58415;2017-09-14;45
54218;58417;2000-04-14;25
54219;58418;2001-11-08;25
54220;58419;2002-08-19;25
54221;58420;2003-11-13;25
54222;58421;2004-09-22;25
54223;58422;2005-09-09;86.01
54224;58423;2006-12-05;25
54225;58424;2007-06-18;25
54226;58425;2008-11-19;25
54227;58426;2009-12-15;25
54228;58427;2010-09-12;25
54229;58428;2011-08-20;64.02
54230;58429;2012-05-24;25
54231;58430;2013-10-23;25
54232;58431;2014-11-02;25
54233;58432;2015-10-05;25
54234;58433;2016-11-10;25
54235;58436;2006-12-22;45
54236;58437;2007-05-10;45
54237;58438;2008-05-21;45
54238;58439;2009-12-04;45
54239;58440;2010-06-04;45
54240;58442;2012-10-10;45
54241;58443;2013-05-02;29.61
54242;58444;2014-10-04;45
54243;58445;2015-12-07;59.32
54244;58446;2016-06-20;45
54245;58447;2017-06-20;45
54246;58448;2018-03-11;45
54247;58449;2013-06-11;15
54248;58450;2014-05-01;15
54249;58451;2015-09-17;15
54250;58452;2016-05-01;15
54251;58453;2017-12-01;15
54252;58454;2018-08-25;15
54253;58455;1992-03-14;20
54254;58456;1993-03-02;20
54255;58457;1994-10-12;20
54256;58458;1995-07-23;20
54257;58459;1996-10-17;20
54258;58460;1997-10-01;20
54259;58461;1998-06-26;20
54260;58462;1999-04-19;20
54261;58463;2000-05-14;85.33
54262;58464;2001-09-05;20
54263;58465;2002-11-22;20
54264;58466;2003-05-13;20
54265;58467;2004-10-15;20
54266;58468;2005-08-01;20
54267;58469;2006-07-26;20
54268;58470;2007-11-09;20
54269;58472;2009-04-19;20
54270;58473;2010-07-21;20
54271;58474;2011-12-18;20
54272;58475;2012-12-23;20
54273;58476;2013-03-04;20
54274;58477;2014-05-27;20
54275;58478;2015-08-10;20
54276;58479;2016-07-26;20
54277;58480;2017-08-25;20
54278;58481;2018-10-08;20
54279;58482;2010-07-11;45
54280;58483;2011-03-18;45
54281;58484;2012-09-18;45
54282;58485;2013-04-19;45
54283;58486;2014-03-10;45
54284;58487;2015-12-22;45
54285;58489;2017-06-18;45
54286;58490;2018-10-05;45
54287;58491;1971-05-16;1.83
54288;58492;1972-10-05;53.1
54289;58493;1973-06-20;45
54290;58494;1974-07-22;45
54291;58495;1975-05-03;45
54292;58496;1976-09-19;45
54293;58497;1977-08-03;45
54294;58498;1978-05-11;45
54295;58499;1979-08-15;45
54296;58500;1980-12-11;45
54297;58501;1981-07-21;45
54298;58502;1982-08-25;45
54299;58503;1983-05-02;45
54300;58504;1984-09-27;45
54301;58505;1985-07-11;45
54302;58506;1986-03-11;45
54303;58507;1987-07-11;45
54304;58508;1988-09-07;45
54305;58509;1989-10-18;45
54306;58510;1990-11-16;45
54307;58511;1991-08-04;89.61
54308;58512;1992-09-01;45
54309;58513;1993-09-28;45
54310;58514;1994-07-04;57.54
54311;58515;1995-09-13;45
54312;58516;1996-12-22;45
54313;58517;1997-09-27;45
54314;58518;1998-11-02;45
54315;58519;1999-06-25;45
54316;58520;2000-11-23;45
54317;58521;2001-07-19;45
54318;58522;2002-09-06;45
54319;58523;2003-04-08;45
54320;58524;2004-10-23;45
54321;58525;2005-03-06;45
54322;58526;2006-07-17;45
54323;58527;2007-12-21;75.73
54324;58528;2008-03-19;45
54325;58529;2009-07-24;45
54326;58530;2010-10-22;45
54327;58531;2011-12-12;45
54328;58532;2012-09-05;45
54329;58533;2013-09-05;45
54330;58534;2014-03-07;45
54331;58536;2016-07-20;45
54332;58537;2017-06-21;7.63
54333;58538;2018-06-25;45
54334;58539;1988-05-23;45
