id;member_id;member_type;member_since;member_until
5530;5530;full;2000-01-01;
5531;5531;full;2011-01-01;
5532;5532;full;2015-01-01;
5533;5533;full;2000-01-01;2012-01-01
5534;5534;combi;2006-01-01;
5535;5535;full;1991-01-01;2015-01-01
5536;5536;full;2005-01-01;
5537;5537;full;1989-01-01;
5538;5538;combi;2007-01-01;
5539;5539;full;2018-01-01;
5540;5540;full;1999-01-01;2008-01-01
5541;5541;combi;2011-01-01;
5542;5542;full;1996-01-01;
5543;5543;full;2015-01-01;
5544;5544;full;2013-01-01;
5545;5545;full;1989-01-01;
5546;5546;full;2012-01-01;
5547;5547;youth;2012-01-01;
5548;5548;full;2017-01-01;
5549;5549;full;1989-01-01;
5550;5550;full;1986-01-01;
5551;5551;full;1996-01-01;
5552;5552;full;1979-01-01;
5553;5553;combi;2016-01-01;
5554;5554;free;2005-01-01;
5555;5555;combi;2018-01-01;
5556;5556;reduction;1992-01-01;
5557;5557;youth;2014-01-01;
5558;5558;full;2012-01-01;
5559;5559;youth;2013-01-01;
5560;5560;full;2003-01-01;
5561;5561;youth;2014-01-01;2015-01-01
5562;5562;full;2014-01-01;
5563;5563;combi;2013-01-01;
5564;5564;full;1990-01-01;
5565;5565;full;2018-01-01;2018-01-01
5566;5566;reduction;1995-01-01;
5567;5567;combi;2010-01-01;
5568;5568;full;1989-01-01;
5569;5569;combi;2016-01-01;2018-01-01
5570;5570;full;2016-01-01;
5571;5571;full;2005-01-01;2010-01-01
5572;5572;youth;2013-01-01;
5573;5573;full;2018-01-01;
5574;5574;combi;2016-01-01;
5575;5575;full;2012-01-01;2016-01-01
5576;5576;full;2004-01-01;
5577;5577;full;2000-01-01;2001-01-01
5578;5578;full;1995-01-01;
5579;5579;full;2008-01-01;2009-01-01
5580;5580;combi;2012-01-01;
5581;5581;full;2013-01-01;
5582;5582;full;2005-01-01;
5583;5583;combi;2008-01-01;
5584;5584;full;1979-01-01;
5585;5585;youth;2017-01-01;
5586;5586;full;2012-01-01;2014-01-01
5587;5587;youth;2013-01-01;
5588;5588;full;2013-01-01;
5589;5589;full;2017-01-01;
5590;5590;combi;2011-01-01;
5591;5591;full;2014-01-01;2016-01-01
5592;5592;full;2014-01-01;
5593;5593;full;2010-01-01;
5594;5594;full;1994-01-01;
5595;5595;full;2014-01-01;2016-01-01
5596;5596;full;2004-01-01;2004-01-01
5597;5597;full;1989-01-01;
5598;5598;reduction;2003-01-01;
5599;5599;full;2018-01-01;2018-01-01
5600;5600;full;2006-01-01;
5601;5601;youth;2013-01-01;2013-01-01
5602;5602;full;2006-01-01;
5603;5603;full;2007-01-01;
5604;5604;full;1984-01-01;
5605;5605;full;1977-01-01;
5606;5606;combi;2011-01-01;
5607;5607;full;1963-01-01;
5608;5608;full;2016-01-01;
5609;5609;full;1992-01-01;
5610;5610;full;1986-01-01;
5611;5611;full;1985-01-01;
5612;5612;full;1976-01-01;
5613;5613;full;2006-01-01;
5614;5614;full;1995-01-01;
5615;5615;full;1969-01-01;
5616;5616;full;2013-01-01;
5617;5617;full;1976-01-01;
5618;5618;full;2012-01-01;
5619;5619;youth;2018-01-01;2018-01-01
5620;5620;full;1994-01-01;
5621;5621;full;2007-01-01;
5622;5622;full;2000-01-01;
5623;5623;full;2003-01-01;
5624;5624;full;1998-01-01;2015-01-01
5625;5625;reduction;1995-01-01;
5626;5626;youth;2017-01-01;2018-01-01
5627;5627;full;1990-01-01;
5628;5628;youth;2018-01-01;
5629;5629;youth;2012-01-01;
5630;5630;youth;2015-01-01;
5631;5631;free;2013-01-01;2013-01-01
5632;5632;reduction;2004-01-01;
5633;5633;full;2008-01-01;
5634;5634;full;2000-01-01;
5635;5635;youth;2001-01-01;2002-01-01
5636;5636;reduction;1997-01-01;
5637;5637;full;1990-01-01;
5638;5638;full;1983-01-01;2013-01-01
5639;5639;full;2015-01-01;2017-01-01
5640;5640;full;2017-01-01;
5641;5641;full;2017-01-01;
5642;5642;full;2009-01-01;
5643;5643;full;2009-01-01;
5644;5644;full;1996-01-01;2011-01-01
5645;5645;full;2004-01-01;
5646;5646;reduction;1986-01-01;
5647;5647;combi;2005-01-01;2017-01-01
5648;5648;reduction;2005-01-01;
5649;5649;full;2018-01-01;
5650;5650;full;2008-01-01;
5651;5651;full;2005-01-01;
5652;5652;youth;2017-01-01;
5653;5653;free;2013-01-01;
5654;5654;full;1976-01-01;
5655;5655;full;2015-01-01;
5656;5656;youth;2015-01-01;
5657;5657;full;2004-01-01;
5658;5658;full;1996-01-01;
5659;5659;full;1963-01-01;
5660;5660;full;2009-01-01;
5661;5661;full;2004-01-01;
5662;5662;full;2009-01-01;
5663;5663;combi;2009-01-01;
5664;5664;full;2016-01-01;2018-01-01
5665;5665;full;2004-01-01;
5666;5666;combi;2018-01-01;
5667;5667;full;2015-01-01;
5668;5668;youth;2018-01-01;
5669;5669;full;2009-01-01;
5670;5670;full;2004-01-01;
5671;5671;youth;2016-01-01;
5672;5672;full;2003-01-01;2009-01-01
5673;5673;combi;2010-01-01;
5674;5674;full;1989-01-01;
5675;5675;free;2015-01-01;2018-01-01
5676;5676;full;2016-01-01;
5677;5677;youth;2017-01-01;
5678;5678;youth;2012-01-01;
5679;5679;youth;2017-01-01;2017-01-01
5680;5680;full;2015-01-01;
5681;5681;full;1993-01-01;
5682;5682;reduction;2014-01-01;
5683;5683;combi;2018-01-01;2018-01-01
5684;5684;full;2013-01-01;2013-01-01
5685;5685;full;2001-01-01;2002-01-01
5686;5686;reduction;2015-01-01;
5687;5687;free;2018-01-01;
5688;5688;full;2000-01-01;
5689;5689;full;2001-01-01;
5690;5690;combi;2004-01-01;
5691;5691;reduction;1966-01-01;
5692;5692;combi;2015-01-01;
5693;5693;full;2011-01-01;
5694;5694;full;2018-01-01;
5695;5695;full;2016-01-01;2017-01-01
5696;5696;full;2017-01-01;2018-01-01
5697;5697;full;1993-01-01;
5698;5698;full;2011-01-01;
5699;5699;full;2011-01-01;
5700;5700;combi;2015-01-01;
5701;5701;combi;2015-01-01;
5702;5702;youth;2016-01-01;
5703;5703;reduction;2009-01-01;
5704;5704;full;2017-01-01;
5705;5705;combi;2008-01-01;
5706;5706;combi;2014-01-01;2015-01-01
5707;5707;full;2015-01-01;
5708;5708;free;2007-01-01;
5709;5709;full;2001-01-01;
5710;5710;reduction;1980-01-01;
5711;5711;full;1982-01-01;
5712;5712;combi;2018-01-01;
5713;5713;full;1998-01-01;
5714;5714;full;1999-01-01;
5715;5715;combi;2008-01-01;
5716;5716;full;1995-01-01;
5717;5717;youth;2012-01-01;2015-01-01
5718;5718;combi;2010-01-01;
5719;5719;full;2008-01-01;
5720;5720;full;2014-01-01;
5721;5721;full;1991-01-01;
5722;5722;reduction;1997-01-01;
5723;5723;full;1968-01-01;
5724;5724;full;2003-01-01;
5725;5725;full;1975-01-01;
5726;5726;full;1999-01-01;
5727;5727;reduction;2007-01-01;
5728;5728;combi;2008-01-01;
5729;5729;full;2004-01-01;
5730;5730;full;2002-01-01;
5731;5731;full;2006-01-01;
5732;5732;reduction;2003-01-01;2011-01-01
5733;5733;full;1975-01-01;
5734;5734;full;2000-01-01;
5735;5735;youth;2013-01-01;
5736;5736;full;2011-01-01;
5737;5737;full;1978-01-01;2014-01-01
5738;5738;full;2012-01-01;
5739;5739;reduction;2009-01-01;
5740;5740;full;1972-01-01;
5741;5741;full;2001-01-01;
5742;5742;full;1987-01-01;
5743;5743;full;2005-01-01;
5744;5744;full;2005-01-01;
5745;5745;full;1987-01-01;
5746;5746;youth;2014-01-01;2016-01-01
5747;5747;full;2010-01-01;
5748;5748;full;1988-01-01;
5749;5749;full;2003-01-01;
5750;5750;full;1987-01-01;
5751;5751;full;2006-01-01;
5752;5752;full;1993-01-01;
5753;5753;reduction;2002-01-01;2002-01-01
5754;5754;full;1993-01-01;
5755;5755;full;2012-01-01;2017-01-01
5756;5756;full;1999-01-01;2013-01-01
5757;5757;full;1985-01-01;
5758;5758;free;2013-01-01;2014-01-01
5759;5759;full;2016-01-01;
5760;5760;combi;2012-01-01;
5761;5761;full;2009-01-01;
5762;5762;full;2012-01-01;
5763;5763;reduction;2008-01-01;
5764;5764;youth;2017-01-01;
5765;5765;combi;2009-01-01;
5766;5766;youth;2018-01-01;
5767;5767;combi;2008-01-01;2017-01-01
5768;5768;full;2013-01-01;
5769;5769;youth;2016-01-01;
5770;5770;full;2005-01-01;
5771;5771;full;2007-01-01;
5772;5772;full;2016-01-01;
5773;5773;full;2018-01-01;
5774;5774;youth;2015-01-01;2017-01-01
5775;5775;full;2007-01-01;
5776;5776;full;1995-01-01;
5777;5777;full;2012-01-01;
5778;5778;full;1990-01-01;
5779;5779;full;2000-01-01;
5780;5780;full;2001-01-01;
5781;5781;free;1982-01-01;1983-01-01
5782;5782;free;2016-01-01;2017-01-01
5783;5783;full;2011-01-01;
5784;5784;full;2017-01-01;2018-01-01
5785;5785;full;2006-01-01;
5786;5786;full;2000-01-01;
5787;5787;full;1969-01-01;1987-01-01
5788;5788;full;2014-01-01;
5789;5789;youth;2016-01-01;
5790;5790;combi;2014-01-01;2014-01-01
5791;5791;full;1990-01-01;
5792;5792;free;2011-01-01;
5793;5793;full;2010-01-01;2010-01-01
5794;5794;full;1994-01-01;
5795;5795;full;2005-01-01;
5796;5796;full;2000-01-01;
5797;5797;reduction;1972-01-01;
5798;5798;full;2010-01-01;
5799;5799;full;2017-01-01;
5800;5800;full;1985-01-01;1990-01-01
5801;5801;youth;2018-01-01;
5802;5802;full;1988-01-01;
5803;5803;reduction;2002-01-01;
5804;5804;full;2013-01-01;
5805;5805;full;2010-01-01;2012-01-01
5806;5806;full;2017-01-01;
5807;5807;full;2011-01-01;
5808;5808;full;2015-01-01;
5809;5809;full;1998-01-01;
5810;5810;full;2010-01-01;
5811;5811;full;2016-01-01;
5812;5812;full;2010-01-01;
5813;5813;full;2013-01-01;
5814;5814;full;2011-01-01;
5815;5815;full;1986-01-01;
5816;5816;full;1969-01-01;
5817;5817;full;2007-01-01;
5818;5818;full;2018-01-01;
5819;5819;full;2015-01-01;
5820;5820;full;2005-01-01;2017-01-01
5821;5821;reduction;1986-01-01;
5822;5822;full;2003-01-01;2006-01-01
5823;5823;full;1984-01-01;
5824;5824;full;2000-01-01;
5825;5825;free;2018-01-01;
5826;5826;full;1970-01-01;
5827;5827;full;2016-01-01;
5828;5828;youth;2013-01-01;
5829;5829;full;2008-01-01;
5830;5830;reduction;1995-01-01;
5831;5831;full;1998-01-01;2015-01-01
5832;5832;full;1971-01-01;
5833;5833;full;1981-01-01;
5834;5834;full;1986-01-01;1996-01-01
5835;5835;full;1976-01-01;
5836;5836;full;2010-01-01;
5837;5837;youth;2018-01-01;2018-01-01
5838;5838;full;2018-01-01;
5839;5839;full;1989-01-01;
5840;5840;full;1992-01-01;
5841;5841;combi;2010-01-01;
5842;5842;combi;2013-01-01;
5843;5843;reduction;2010-01-01;
5844;5844;full;2005-01-01;
5845;5845;reduction;1984-01-01;
5846;5846;full;1999-01-01;
5847;5847;full;2015-01-01;
5848;5848;full;2004-01-01;
5849;5849;full;2008-01-01;
5850;5850;youth;2015-01-01;
5851;5851;full;2018-01-01;
5852;5852;full;2006-01-01;
5853;5853;full;1974-01-01;
5854;5854;full;2012-01-01;
5855;5855;full;2000-01-01;2003-01-01
5856;5856;full;1997-01-01;
5857;5857;full;1992-01-01;
5858;5858;combi;2009-01-01;
5859;5859;full;2003-01-01;
5860;5860;combi;2016-01-01;
5861;5861;full;1992-01-01;
5862;5862;full;1990-01-01;
5863;5863;full;2018-01-01;
5864;5864;full;1987-01-01;
5865;5865;full;2012-01-01;
5866;5866;full;1980-01-01;
5867;5867;full;2007-01-01;
5868;5868;full;1971-01-01;1976-01-01
5869;5869;free;2015-01-01;
5870;5870;reduction;1994-01-01;
5871;5871;reduction;2003-01-01;
5872;5872;youth;2016-01-01;
5873;5873;full;2018-01-01;
5874;5874;full;1977-01-01;
5875;5875;full;1992-01-01;
5876;5876;full;1977-01-01;1984-01-01
5877;5877;full;1989-01-01;
5878;5878;youth;2012-01-01;
5879;5879;full;2015-01-01;
5880;5880;reduction;2016-01-01;
5881;5881;full;2005-01-01;
5882;5882;free;1967-01-01;
5883;5883;combi;2012-01-01;
5884;5884;full;2012-01-01;
5885;5885;full;1998-01-01;
5886;5886;full;2010-01-01;
5887;5887;full;2018-01-01;
5888;5888;full;2011-01-01;
5889;5889;youth;2013-01-01;
5890;5890;full;1986-01-01;
5891;5891;full;1997-01-01;2005-01-01
5892;5892;full;2017-01-01;
5893;5893;full;2017-01-01;
5894;5894;full;1979-01-01;
5895;5895;free;2002-01-01;
5896;5896;full;1974-01-01;
5897;5897;free;2018-01-01;
5898;5898;full;2002-01-01;
5899;5899;full;2007-01-01;
5900;5900;full;1993-01-01;
5901;5901;full;2015-01-01;
5902;5902;free;2001-01-01;2007-01-01
5903;5903;full;1995-01-01;
5904;5904;combi;2011-01-01;2018-01-01
5905;5905;full;2004-01-01;
5906;5906;full;2016-01-01;
5907;5907;full;2010-01-01;
5908;5908;full;2009-01-01;
5909;5909;full;2011-01-01;
5910;5910;full;1998-01-01;
5911;5911;full;2002-01-01;
5912;5912;full;1969-01-01;1973-01-01
5913;5913;full;1996-01-01;
5914;5914;full;2015-01-01;
5915;5915;full;1997-01-01;
5916;5916;full;1968-01-01;
5917;5917;youth;2015-01-01;
5918;5918;full;2001-01-01;2004-01-01
5919;5919;full;1998-01-01;2003-01-01
5920;5920;youth;2015-01-01;
5921;5921;free;2018-01-01;
5922;5922;full;1982-01-01;
5923;5923;full;2001-01-01;
5924;5924;full;1982-01-01;1995-01-01
5925;5925;combi;2016-01-01;
5926;5926;combi;2007-01-01;
5927;5927;full;2011-01-01;
5928;5928;full;2005-01-01;
5929;5929;reduction;2009-01-01;
5930;5930;full;2014-01-01;
5931;5931;reduction;1980-01-01;
5932;5932;reduction;2010-01-01;
5933;5933;free;1985-01-01;1985-01-01
5934;5934;youth;2018-01-01;2018-01-01
5935;5935;full;1993-01-01;
5936;5936;full;2004-01-01;
5937;5937;full;2007-01-01;
5938;5938;full;1993-01-01;2009-01-01
5939;5939;full;1993-01-01;2006-01-01
5940;5940;reduction;2006-01-01;
5941;5941;full;1999-01-01;
5942;5942;full;2000-01-01;
5943;5943;full;2008-01-01;
5944;5944;full;1980-01-01;
5945;5945;full;2013-01-01;
5946;5946;full;2002-01-01;2007-01-01
5947;5947;full;1998-01-01;
5948;5948;combi;2005-01-01;
5949;5949;full;2001-01-01;
5950;5950;full;1992-01-01;
5951;5951;full;1990-01-01;
5952;5952;full;1983-01-01;
5953;5953;full;2015-01-01;
5954;5954;full;2017-01-01;
5955;5955;full;2012-01-01;
5956;5956;youth;2018-01-01;
5957;5957;full;1987-01-01;
5958;5958;full;1977-01-01;
5959;5959;reduction;1997-01-01;
5960;5960;reduction;2002-01-01;
5961;5961;youth;2015-01-01;
5962;5962;reduction;2016-01-01;2016-01-01
5963;5963;combi;2013-01-01;
5964;5964;full;1996-01-01;
5965;5965;full;1999-01-01;
5966;5966;combi;2016-01-01;
5967;5967;full;2012-01-01;
5968;5968;full;2009-01-01;
5969;5969;youth;2015-01-01;
5970;5970;full;2013-01-01;
5971;5971;full;2008-01-01;
5972;5972;free;2007-01-01;
5973;5973;free;2009-01-01;
5974;5974;full;1988-01-01;
5975;5975;full;2000-01-01;2016-01-01
5976;5976;full;2009-01-01;
5977;5977;full;1994-01-01;
5978;5978;full;1981-01-01;2003-01-01
5979;5979;full;2014-01-01;
5980;5980;youth;2014-01-01;2018-01-01
5981;5981;full;2002-01-01;
5982;5982;full;2013-01-01;
5983;5983;free;1987-01-01;
5984;5984;full;2011-01-01;
5985;5985;full;1990-01-01;
5986;5986;full;2016-01-01;
5987;5987;full;2011-01-01;
5988;5988;full;1981-01-01;
5989;5989;free;2006-01-01;
5990;5990;youth;2016-01-01;
5991;5991;full;1980-01-01;
5992;5992;full;1985-01-01;
5993;5993;full;1996-01-01;
5994;5994;full;2010-01-01;
5995;5995;reduction;1985-01-01;1989-01-01
5996;5996;combi;2014-01-01;
5997;5997;reduction;2001-01-01;
5998;5998;full;1999-01-01;
5999;5999;full;2002-01-01;
6000;6000;full;2014-01-01;
6001;6001;full;2012-01-01;
6002;6002;full;2007-01-01;
6003;6003;full;2013-01-01;
6004;6004;reduction;1998-01-01;2000-01-01
6005;6005;reduction;1982-01-01;
6006;6006;full;2006-01-01;
6007;6007;full;2011-01-01;
6008;6008;free;1994-01-01;2012-01-01
6009;6009;full;1998-01-01;2002-01-01
6010;6010;combi;2013-01-01;
6011;6011;combi;2010-01-01;2015-01-01
6012;6012;full;2008-01-01;
6013;6013;full;2011-01-01;2018-01-01
6014;6014;full;2003-01-01;
6015;6015;full;1998-01-01;
6016;6016;full;1977-01-01;
6017;6017;full;2004-01-01;
6018;6018;full;2015-01-01;
6019;6019;full;2013-01-01;2013-01-01
6020;6020;full;1987-01-01;
6021;6021;combi;2010-01-01;
6022;6022;full;2001-01-01;
6023;6023;youth;2016-01-01;
6024;6024;full;1995-01-01;
6025;6025;full;2016-01-01;
6026;6026;full;1989-01-01;
6027;6027;full;2003-01-01;2009-01-01
6028;6028;full;1987-01-01;
6029;6029;full;2007-01-01;
6030;6030;full;1981-01-01;
6031;6031;free;2014-01-01;
6032;6032;youth;2014-01-01;
6033;6033;full;1995-01-01;
6034;6034;full;2002-01-01;
6035;6035;full;2007-01-01;
6036;6036;full;2013-01-01;
6037;6037;full;2016-01-01;
6038;6038;full;2011-01-01;2017-01-01
6039;6039;full;2013-01-01;
6040;6040;reduction;1992-01-01;
6041;6041;full;2009-01-01;
6042;6042;full;1985-01-01;
6043;6043;full;2012-01-01;
6044;6044;combi;2008-01-01;
6045;6045;full;2005-01-01;
6046;6046;reduction;2007-01-01;
6047;6047;full;1994-01-01;
6048;6048;full;1969-01-01;1969-01-01
6049;6049;full;2018-01-01;
6050;6050;full;2000-01-01;
6051;6051;full;2015-01-01;2015-01-01
6052;6052;full;1974-01-01;
6053;6053;full;1972-01-01;1976-01-01
6054;6054;full;2002-01-01;
6055;6055;full;2001-01-01;
6056;6056;combi;2006-01-01;
6057;6057;full;2018-01-01;
6058;6058;full;2018-01-01;
6059;6059;youth;2018-01-01;2018-01-01
6060;6060;combi;2009-01-01;
6061;6061;full;2016-01-01;
6062;6062;reduction;2013-01-01;
6063;6063;full;1991-01-01;
6064;6064;full;1985-01-01;2004-01-01
6065;6065;full;2015-01-01;
6066;6066;full;1998-01-01;
6067;6067;reduction;1984-01-01;
6068;6068;free;2011-01-01;
6069;6069;combi;2011-01-01;
6070;6070;full;2010-01-01;
6071;6071;youth;2017-01-01;
6072;6072;free;2017-01-01;
6073;6073;full;2006-01-01;
6074;6074;full;1972-01-01;
6075;6075;full;1985-01-01;
6076;6076;full;2010-01-01;
6077;6077;free;2012-01-01;2012-01-01
6078;6078;youth;2016-01-01;
6079;6079;youth;2014-01-01;
6080;6080;full;1997-01-01;2008-01-01
6081;6081;full;1999-01-01;
6082;6082;full;2014-01-01;2014-01-01
6083;6083;reduction;1987-01-01;
6084;6084;full;2015-01-01;2016-01-01
6085;6085;combi;2011-01-01;
6086;6086;full;2012-01-01;
6087;6087;reduction;2002-01-01;2006-01-01
6088;6088;combi;2016-01-01;
6089;6089;youth;2015-01-01;
6090;6090;full;1986-01-01;
6091;6091;full;2015-01-01;
6092;6092;full;1997-01-01;
6093;6093;free;2010-01-01;
6094;6094;full;2000-01-01;
6095;6095;full;2015-01-01;
6096;6096;full;2016-01-01;2016-01-01
6097;6097;full;1996-01-01;
6098;6098;full;2002-01-01;
6099;6099;reduction;1976-01-01;1989-01-01
6100;6100;reduction;2000-01-01;
6101;6101;combi;2018-01-01;
6102;6102;full;1994-01-01;
6103;6103;full;1992-01-01;
6104;6104;full;1976-01-01;
6105;6105;full;2012-01-01;2013-01-01
6106;6106;combi;2012-01-01;
6107;6107;full;2011-01-01;
6108;6108;full;1999-01-01;
6109;6109;full;1972-01-01;
6110;6110;full;2006-01-01;2012-01-01
6111;6111;reduction;2006-01-01;
6112;6112;full;1986-01-01;
6113;6113;youth;2016-01-01;
6114;6114;full;2006-01-01;
6115;6115;full;1998-01-01;
6116;6116;reduction;2011-01-01;
6117;6117;full;2005-01-01;
6118;6118;full;1989-01-01;1989-01-01
6119;6119;full;2015-01-01;
6120;6120;youth;2016-01-01;
6121;6121;full;2010-01-01;
6122;6122;youth;2009-01-01;2017-01-01
6123;6123;combi;2013-01-01;
6124;6124;reduction;1967-01-01;1972-01-01
6125;6125;reduction;2014-01-01;
6126;6126;full;2010-01-01;2010-01-01
6127;6127;full;2003-01-01;
6128;6128;full;1999-01-01;
6129;6129;youth;2016-01-01;
6130;6130;full;2014-01-01;
6131;6131;full;2009-01-01;2015-01-01
6132;6132;full;2009-01-01;
6133;6133;full;1988-01-01;
6134;6134;free;1984-01-01;
6135;6135;full;2017-01-01;
6136;6136;full;1997-01-01;
6137;6137;full;1994-01-01;1998-01-01
6138;6138;full;1991-01-01;1993-01-01
6139;6139;full;1993-01-01;
6140;6140;full;1976-01-01;
6141;6141;combi;2014-01-01;2014-01-01
6142;6142;combi;2016-01-01;2018-01-01
6143;6143;full;1994-01-01;
6144;6144;full;2008-01-01;
6145;6145;combi;2011-01-01;
6146;6146;full;2003-01-01;
6147;6147;free;2004-01-01;
6148;6148;full;1989-01-01;2015-01-01
6149;6149;combi;2013-01-01;2018-01-01
6150;6150;full;2005-01-01;
6151;6151;free;2013-01-01;
6152;6152;full;2015-01-01;
6153;6153;full;2006-01-01;2010-01-01
6154;6154;free;2008-01-01;2015-01-01
6155;6155;full;1999-01-01;2001-01-01
6156;6156;youth;2014-01-01;
6157;6157;full;1996-01-01;
6158;6158;full;2008-01-01;
6159;6159;full;1989-01-01;
6160;6160;combi;2016-01-01;
6161;6161;full;2006-01-01;
6162;6162;full;2017-01-01;2017-01-01
6163;6163;full;2003-01-01;
6164;6164;full;2017-01-01;2017-01-01
6165;6165;combi;2013-01-01;
6166;6166;reduction;2012-01-01;
6167;6167;full;2009-01-01;
6168;6168;full;1967-01-01;
6169;6169;full;1970-01-01;
6170;6170;full;2013-01-01;2017-01-01
6171;6171;combi;2011-01-01;
6172;6172;full;2012-01-01;
6173;6173;full;2007-01-01;
6174;6174;full;1997-01-01;
6175;6175;full;1975-01-01;
6176;6176;combi;2011-01-01;
6177;6177;full;2002-01-01;
6178;6178;free;1997-01-01;
6179;6179;free;2007-01-01;
6180;6180;combi;2009-01-01;
6181;6181;full;2015-01-01;2017-01-01
6182;6182;youth;2016-01-01;2018-01-01
6183;6183;combi;2008-01-01;
6184;6184;full;2009-01-01;
6185;6185;combi;2016-01-01;2016-01-01
6186;6186;combi;2011-01-01;
6187;6187;full;1997-01-01;2009-01-01
6188;6188;free;2014-01-01;2015-01-01
6189;6189;combi;2010-01-01;
6190;6190;full;2009-01-01;
6191;6191;combi;2014-01-01;
6192;6192;full;2016-01-01;
6193;6193;full;2003-01-01;
6194;6194;full;2003-01-01;2016-01-01
6195;6195;full;1999-01-01;
6196;6196;combi;2012-01-01;
6197;6197;full;2009-01-01;
6198;6198;reduction;2017-01-01;2017-01-01
6199;6199;reduction;1990-01-01;
6200;6200;combi;2010-01-01;
6201;6201;full;2008-01-01;
6202;6202;combi;2015-01-01;
6203;6203;full;2006-01-01;2014-01-01
6204;6204;full;2003-01-01;
6205;6205;full;2014-01-01;
6206;6206;full;2010-01-01;
6207;6207;reduction;1990-01-01;1990-01-01
6208;6208;youth;2018-01-01;
6209;6209;full;1998-01-01;2010-01-01
6210;6210;full;1992-01-01;2001-01-01
6211;6211;full;1998-01-01;
6212;6212;full;2000-01-01;
6213;6213;free;1977-01-01;
6214;6214;full;2005-01-01;
6215;6215;full;2005-01-01;
6216;6216;combi;2013-01-01;
6217;6217;full;2008-01-01;2018-01-01
6218;6218;full;1995-01-01;
6219;6219;full;1995-01-01;
6220;6220;full;2010-01-01;
6221;6221;combi;2016-01-01;
6222;6222;full;1995-01-01;
6223;6223;full;2012-01-01;2018-01-01
6224;6224;full;1999-01-01;
6225;6225;full;1984-01-01;
6226;6226;combi;2011-01-01;
6227;6227;full;2008-01-01;2011-01-01
6228;6228;youth;2015-01-01;2016-01-01
6229;6229;full;1982-01-01;
6230;6230;full;2012-01-01;
6231;6231;youth;2017-01-01;
6232;6232;full;2018-01-01;
6233;6233;reduction;2017-01-01;
6234;6234;full;2013-01-01;
6235;6235;full;1993-01-01;
6236;6236;youth;2016-01-01;
6237;6237;combi;2018-01-01;
6238;6238;full;2009-01-01;
6239;6239;full;1995-01-01;
6240;6240;full;2007-01-01;
6241;6241;full;2004-01-01;
6242;6242;full;2002-01-01;
6243;6243;combi;2014-01-01;
6244;6244;combi;2018-01-01;
6245;6245;combi;2007-01-01;
6246;6246;youth;2017-01-01;2017-01-01
6247;6247;full;2005-01-01;2009-01-01
6248;6248;full;1990-01-01;
6249;6249;full;2016-01-01;
6250;6250;youth;2017-01-01;
6251;6251;combi;2014-01-01;
6252;6252;reduction;1989-01-01;
6253;6253;full;2018-01-01;
6254;6254;reduction;1997-01-01;
6255;6255;full;2016-01-01;
6256;6256;free;2009-01-01;
6257;6257;full;2014-01-01;
6258;6258;full;2010-01-01;2013-01-01
6259;6259;combi;2009-01-01;
6260;6260;combi;2018-01-01;2018-01-01
6261;6261;full;1995-01-01;2006-01-01
6262;6262;combi;2009-01-01;2009-01-01
6263;6263;combi;2007-01-01;
6264;6264;full;2010-01-01;2014-01-01
6265;6265;full;1993-01-01;
6266;6266;full;1980-01-01;
6267;6267;combi;2009-01-01;
6268;6268;free;2011-01-01;
6269;6269;full;2004-01-01;
6270;6270;full;2010-01-01;
6271;6271;full;2012-01-01;
6272;6272;free;2011-01-01;
6273;6273;full;2004-01-01;
6274;6274;youth;2017-01-01;
6275;6275;full;2012-01-01;
6276;6276;full;1995-01-01;2009-01-01
6277;6277;full;2011-01-01;
6278;6278;full;1979-01-01;2015-01-01
6279;6279;full;2002-01-01;2011-01-01
6280;6280;youth;2015-01-01;
6281;6281;full;2012-01-01;
6282;6282;full;1972-01-01;
6283;6283;reduction;2003-01-01;
6284;6284;full;2014-01-01;
6285;6285;full;2008-01-01;
6286;6286;full;1972-01-01;1980-01-01
6287;6287;full;2013-01-01;
6288;6288;full;1991-01-01;
6289;6289;full;2014-01-01;
6290;6290;full;2003-01-01;2007-01-01
6291;6291;full;2016-01-01;2017-01-01
6292;6292;full;2002-01-01;
6293;6293;full;2003-01-01;
6294;6294;full;2009-01-01;
6295;6295;full;2005-01-01;
6296;6296;full;2009-01-01;
6297;6297;reduction;2010-01-01;
6298;6298;free;1977-01-01;
6299;6299;full;2011-01-01;
6300;6300;full;2018-01-01;2018-01-01
6301;6301;combi;2006-01-01;
6302;6302;full;2016-01-01;2016-01-01
6303;6303;full;1979-01-01;
6304;6304;free;2003-01-01;
6305;6305;full;2010-01-01;
6306;6306;full;2007-01-01;
6307;6307;full;1996-01-01;
6308;6308;full;2016-01-01;2017-01-01
6309;6309;full;1998-01-01;
6310;6310;full;1991-01-01;
6311;6311;full;2013-01-01;2016-01-01
6312;6312;full;1982-01-01;1996-01-01
6313;6313;full;1997-01-01;
6314;6314;full;2006-01-01;
6315;6315;full;1995-01-01;
6316;6316;free;2011-01-01;2013-01-01
6317;6317;full;1993-01-01;
6318;6318;full;2010-01-01;
6319;6319;reduction;2011-01-01;
6320;6320;full;1995-01-01;
6321;6321;full;2012-01-01;
6322;6322;free;2013-01-01;
6323;6323;full;1987-01-01;
6324;6324;combi;2013-01-01;2018-01-01
6325;6325;full;1980-01-01;
6326;6326;full;2013-01-01;
6327;6327;full;2004-01-01;2018-01-01
6328;6328;full;2008-01-01;
